Timestamp,Cryptocurrency,Open,High,Low,Close
2020-04-04 08:00:00,ETHUSDT,140.99,142.0,140.96,142.0
2020-04-04 09:00:00,ETHUSDT,142.0,143.8,141.17,143.0
2020-04-04 10:00:00,ETHUSDT,143.0,144.16,142.57,143.54
2020-04-04 11:00:00,ETHUSDT,143.6,143.99,140.0,140.81
2020-04-04 12:00:00,ETHUSDT,140.81,141.65,140.05,141.05
2020-04-04 13:00:00,ETHUSDT,141.02,142.0,140.69,141.82
2020-04-04 14:00:00,ETHUSDT,141.8,142.0,141.25,141.64
2020-04-04 15:00:00,ETHUSDT,141.64,142.85,141.56,142.3
2020-04-04 16:00:00,ETHUSDT,142.28,144.09,142.0,143.73
2020-04-04 17:00:00,ETHUSDT,143.73,144.4,143.03,143.03
2020-04-04 18:00:00,ETHUSDT,143.09,143.77,142.78,143.05
2020-04-04 19:00:00,ETHUSDT,143.02,143.62,142.08,142.81
2020-04-04 20:00:00,ETHUSDT,142.85,146.28,141.1,143.34
2020-04-04 21:00:00,ETHUSDT,143.39,144.48,143.3,144.01
2020-04-04 22:00:00,ETHUSDT,144.08,144.96,142.81,143.83
2020-04-04 23:00:00,ETHUSDT,143.85,144.34,143.58,144.1
2020-04-05 00:00:00,ETHUSDT,144.1,145.58,144.1,144.54
2020-04-05 01:00:00,ETHUSDT,144.53,145.15,144.23,144.83
2020-04-05 02:00:00,ETHUSDT,144.85,144.86,144.0,144.51
2020-04-05 03:00:00,ETHUSDT,144.52,144.61,143.45,143.89
2020-04-05 04:00:00,ETHUSDT,143.88,143.89,142.6,143.11
2020-04-05 05:00:00,ETHUSDT,143.11,144.29,142.75,142.85
2020-04-05 06:00:00,ETHUSDT,142.85,143.21,142.01,143.08
2020-04-05 07:00:00,ETHUSDT,143.05,143.14,142.39,142.79
2020-04-05 08:00:00,ETHUSDT,142.78,143.05,142.11,142.96
2020-04-05 09:00:00,ETHUSDT,142.94,143.75,142.53,142.73
2020-04-05 10:00:00,ETHUSDT,142.71,143.03,142.2,142.28
2020-04-05 11:00:00,ETHUSDT,142.28,143.34,142.2,142.93
2020-04-05 12:00:00,ETHUSDT,142.91,143.49,142.63,143.36
2020-04-05 13:00:00,ETHUSDT,143.36,144.2,143.09,143.78
2020-04-05 14:00:00,ETHUSDT,143.78,143.9,143.11,143.17
2020-04-05 15:00:00,ETHUSDT,143.17,144.05,142.88,143.64
2020-04-05 16:00:00,ETHUSDT,143.66,143.69,142.47,142.75
2020-04-05 17:00:00,ETHUSDT,142.76,143.72,140.68,143.3
2020-04-05 18:00:00,ETHUSDT,143.29,143.95,142.67,142.95
2020-04-05 19:00:00,ETHUSDT,142.98,143.69,142.95,143.24
2020-04-05 20:00:00,ETHUSDT,143.25,143.25,141.79,142.33
2020-04-05 21:00:00,ETHUSDT,142.32,142.92,141.77,142.5
2020-04-05 22:00:00,ETHUSDT,142.5,143.56,142.5,143.36
2020-04-05 23:00:00,ETHUSDT,143.36,143.46,142.45,142.68
2020-04-06 00:00:00,ETHUSDT,142.69,144.6,142.6,144.58
2020-04-06 01:00:00,ETHUSDT,144.57,144.94,143.77,144.19
2020-04-06 02:00:00,ETHUSDT,144.23,144.43,143.13,143.75
2020-04-06 03:00:00,ETHUSDT,143.76,144.25,143.76,144.06
2020-04-06 04:00:00,ETHUSDT,144.1,148.48,144.07,148.01
2020-04-06 05:00:00,ETHUSDT,148.02,149.34,146.87,148.81
2020-04-06 06:00:00,ETHUSDT,148.83,151.0,148.14,150.22
2020-04-06 07:00:00,ETHUSDT,150.2,150.67,148.26,149.47
2020-04-06 08:00:00,ETHUSDT,149.47,150.6,149.1,149.78
2020-04-06 09:00:00,ETHUSDT,149.81,155.55,149.76,154.13
2020-04-06 10:00:00,ETHUSDT,154.13,155.36,152.9,153.03
2020-04-06 11:00:00,ETHUSDT,153.04,154.36,153.04,154.24
2020-04-06 12:00:00,ETHUSDT,154.24,156.86,153.56,156.19
2020-04-06 13:00:00,ETHUSDT,156.19,158.78,154.6,155.83
2020-04-06 14:00:00,ETHUSDT,155.85,156.66,153.93,155.98
2020-04-06 15:00:00,ETHUSDT,155.98,161.4,155.63,161.28
2020-04-06 16:00:00,ETHUSDT,161.3,164.98,160.15,163.48
2020-04-06 17:00:00,ETHUSDT,163.5,166.45,162.37,165.84
2020-04-06 18:00:00,ETHUSDT,165.86,166.36,163.53,165.98
2020-04-06 19:00:00,ETHUSDT,165.97,167.27,164.61,165.11
2020-04-06 20:00:00,ETHUSDT,165.09,166.0,161.37,163.87
2020-04-06 21:00:00,ETHUSDT,163.87,166.2,163.32,166.0
2020-04-06 22:00:00,ETHUSDT,166.0,166.0,163.95,165.54
2020-04-06 23:00:00,ETHUSDT,165.54,172.0,165.26,171.32
2020-04-07 00:00:00,ETHUSDT,171.32,176.22,170.4,171.28
2020-04-07 01:00:00,ETHUSDT,171.28,173.5,169.66,169.99
2020-04-07 02:00:00,ETHUSDT,169.98,171.34,167.51,169.93
2020-04-07 03:00:00,ETHUSDT,169.93,171.18,168.0,170.99
2020-04-07 04:00:00,ETHUSDT,170.99,171.07,168.59,169.32
2020-04-07 05:00:00,ETHUSDT,169.36,170.7,168.69,170.13
2020-04-07 06:00:00,ETHUSDT,170.12,170.99,168.8,170.96
2020-04-07 07:00:00,ETHUSDT,170.99,174.44,170.84,173.78
2020-04-07 08:00:00,ETHUSDT,173.78,174.09,171.58,172.95
2020-04-07 09:00:00,ETHUSDT,172.96,173.96,171.81,173.74
2020-04-07 10:00:00,ETHUSDT,173.74,175.27,173.21,174.42
2020-04-07 11:00:00,ETHUSDT,174.44,174.44,172.1,172.41
2020-04-07 12:00:00,ETHUSDT,172.37,174.89,170.04,170.47
2020-04-07 13:00:00,ETHUSDT,170.47,172.92,170.34,170.99
2020-04-07 14:00:00,ETHUSDT,170.99,171.05,167.27,168.28
2020-04-07 15:00:00,ETHUSDT,168.28,170.1,167.93,169.08
2020-04-07 16:00:00,ETHUSDT,169.08,173.37,169.03,172.67
2020-04-07 17:00:00,ETHUSDT,172.68,172.91,170.69,171.98
2020-04-07 18:00:00,ETHUSDT,171.96,172.16,168.87,169.6
2020-04-07 19:00:00,ETHUSDT,169.61,171.06,168.96,169.09
2020-04-07 20:00:00,ETHUSDT,169.09,169.15,162.22,163.57
2020-04-07 21:00:00,ETHUSDT,163.63,168.22,162.5,166.96
2020-04-07 22:00:00,ETHUSDT,166.96,167.34,165.36,166.36
2020-04-07 23:00:00,ETHUSDT,166.37,166.63,163.12,164.63
2020-04-08 00:00:00,ETHUSDT,164.62,165.84,163.59,164.46
2020-04-08 01:00:00,ETHUSDT,164.45,165.64,163.88,163.93
2020-04-08 02:00:00,ETHUSDT,163.88,169.2,163.86,168.79
2020-04-08 03:00:00,ETHUSDT,168.78,173.14,168.59,172.16
2020-04-08 04:00:00,ETHUSDT,172.2,173.5,170.89,172.43
2020-04-08 05:00:00,ETHUSDT,172.41,174.18,170.89,174.16
2020-04-08 06:00:00,ETHUSDT,174.17,174.48,168.82,170.08
2020-04-08 07:00:00,ETHUSDT,170.08,171.56,169.92,170.21
2020-04-08 08:00:00,ETHUSDT,170.28,170.94,167.33,168.76
2020-04-08 09:00:00,ETHUSDT,168.71,170.13,167.77,168.83
2020-04-08 10:00:00,ETHUSDT,168.82,170.3,166.06,167.21
2020-04-08 11:00:00,ETHUSDT,167.22,168.85,166.65,168.65
2020-04-08 12:00:00,ETHUSDT,168.65,170.47,167.35,168.99
2020-04-08 13:00:00,ETHUSDT,168.99,169.82,166.6,166.88
2020-04-08 14:00:00,ETHUSDT,166.87,168.88,166.83,168.56
2020-04-08 15:00:00,ETHUSDT,168.57,170.05,168.49,169.12
2020-04-08 16:00:00,ETHUSDT,169.12,170.96,168.15,170.42
2020-04-08 17:00:00,ETHUSDT,170.48,171.06,170.0,170.44
2020-04-08 18:00:00,ETHUSDT,170.44,171.21,170.08,170.92
2020-04-08 19:00:00,ETHUSDT,170.92,171.56,169.0,170.34
2020-04-08 20:00:00,ETHUSDT,170.34,172.39,170.27,171.92
2020-04-08 21:00:00,ETHUSDT,171.91,172.88,171.2,171.57
2020-04-08 22:00:00,ETHUSDT,171.6,172.89,171.3,172.7
2020-04-08 23:00:00,ETHUSDT,172.69,173.56,172.25,173.11
2020-04-09 00:00:00,ETHUSDT,173.15,173.38,171.51,172.87
2020-04-09 01:00:00,ETHUSDT,172.86,172.87,170.1,171.05
2020-04-09 02:00:00,ETHUSDT,171.0,171.82,170.45,171.5
2020-04-09 03:00:00,ETHUSDT,171.47,171.53,169.78,170.16
2020-04-09 04:00:00,ETHUSDT,170.21,170.21,168.14,169.83
2020-04-09 05:00:00,ETHUSDT,169.82,170.78,169.36,170.67
2020-04-09 06:00:00,ETHUSDT,170.71,171.12,170.07,171.02
2020-04-09 07:00:00,ETHUSDT,171.01,172.5,170.43,172.43
2020-04-09 08:00:00,ETHUSDT,172.4,173.25,171.55,172.38
2020-04-09 09:00:00,ETHUSDT,172.31,172.36,170.41,170.41
2020-04-09 10:00:00,ETHUSDT,170.42,171.31,169.86,171.0
2020-04-09 11:00:00,ETHUSDT,171.02,171.99,167.0,167.96
2020-04-09 12:00:00,ETHUSDT,167.96,170.85,165.19,170.82
2020-04-09 13:00:00,ETHUSDT,170.83,171.42,170.05,171.23
2020-04-09 14:00:00,ETHUSDT,171.21,171.64,169.7,171.03
2020-04-09 15:00:00,ETHUSDT,171.04,171.05,168.8,169.96
2020-04-09 16:00:00,ETHUSDT,169.96,170.62,169.2,169.73
2020-04-09 17:00:00,ETHUSDT,169.69,170.56,169.3,170.1
2020-04-09 18:00:00,ETHUSDT,170.11,170.15,168.0,168.72
2020-04-09 19:00:00,ETHUSDT,168.71,169.41,168.19,169.17
2020-04-09 20:00:00,ETHUSDT,169.18,170.57,168.49,170.34
2020-04-09 21:00:00,ETHUSDT,170.31,170.75,168.8,170.7
2020-04-09 22:00:00,ETHUSDT,170.7,170.87,169.82,170.75
2020-04-09 23:00:00,ETHUSDT,170.76,170.86,169.5,169.52
2020-04-10 00:00:00,ETHUSDT,169.56,170.1,168.7,169.97
2020-04-10 01:00:00,ETHUSDT,169.95,170.07,168.81,168.81
2020-04-10 02:00:00,ETHUSDT,168.81,168.97,166.82,168.25
2020-04-10 03:00:00,ETHUSDT,168.26,168.43,162.8,163.37
2020-04-10 04:00:00,ETHUSDT,163.37,164.04,159.4,163.28
2020-04-10 05:00:00,ETHUSDT,163.31,163.33,160.0,160.85
2020-04-10 06:00:00,ETHUSDT,160.84,162.33,160.32,160.59
2020-04-10 07:00:00,ETHUSDT,160.58,160.68,156.51,158.05
2020-04-10 08:00:00,ETHUSDT,158.0,159.0,155.9,157.92
2020-04-10 09:00:00,ETHUSDT,157.92,158.75,156.91,158.26
2020-04-10 10:00:00,ETHUSDT,158.29,159.5,157.6,158.9
2020-04-10 11:00:00,ETHUSDT,158.89,158.94,157.69,157.84
2020-04-10 12:00:00,ETHUSDT,157.83,158.6,157.5,158.54
2020-04-10 13:00:00,ETHUSDT,158.57,158.99,154.62,157.97
2020-04-10 14:00:00,ETHUSDT,157.94,158.53,156.8,157.17
2020-04-10 15:00:00,ETHUSDT,157.12,157.42,152.11,153.06
2020-04-10 16:00:00,ETHUSDT,153.01,156.57,152.15,156.46
2020-04-10 17:00:00,ETHUSDT,156.45,158.39,155.85,157.38
2020-04-10 18:00:00,ETHUSDT,157.37,157.95,155.4,157.65
2020-04-10 19:00:00,ETHUSDT,157.64,158.96,157.11,158.12
2020-04-10 20:00:00,ETHUSDT,158.19,159.0,157.55,158.9
2020-04-10 21:00:00,ETHUSDT,158.89,160.44,158.12,158.53
2020-04-10 22:00:00,ETHUSDT,158.56,159.98,156.91,157.88
2020-04-10 23:00:00,ETHUSDT,157.92,158.58,156.39,157.81
2020-04-11 00:00:00,ETHUSDT,157.81,159.66,157.64,159.47
2020-04-11 01:00:00,ETHUSDT,159.46,160.27,158.81,159.97
2020-04-11 02:00:00,ETHUSDT,159.95,160.41,159.05,159.83
2020-04-11 03:00:00,ETHUSDT,159.82,160.07,159.28,160.02
2020-04-11 04:00:00,ETHUSDT,160.03,161.37,159.92,160.0
2020-04-11 05:00:00,ETHUSDT,160.0,160.81,159.38,160.73
2020-04-11 06:00:00,ETHUSDT,160.74,161.0,159.81,160.31
2020-04-11 07:00:00,ETHUSDT,160.3,160.33,157.97,158.67
2020-04-11 08:00:00,ETHUSDT,158.65,159.42,158.19,158.83
2020-04-11 09:00:00,ETHUSDT,158.85,158.88,157.6,158.27
2020-04-11 10:00:00,ETHUSDT,158.26,158.58,156.92,157.23
2020-04-11 11:00:00,ETHUSDT,157.22,159.18,156.92,158.92
2020-04-11 12:00:00,ETHUSDT,158.94,159.39,158.28,158.67
2020-04-11 13:00:00,ETHUSDT,158.71,158.79,157.68,158.04
2020-04-11 14:00:00,ETHUSDT,158.01,158.04,156.56,156.6
2020-04-11 15:00:00,ETHUSDT,156.62,158.0,156.61,157.35
2020-04-11 16:00:00,ETHUSDT,157.35,158.14,155.04,155.77
2020-04-11 17:00:00,ETHUSDT,155.76,156.79,154.87,155.7
2020-04-11 18:00:00,ETHUSDT,155.65,157.37,155.33,156.77
2020-04-11 19:00:00,ETHUSDT,156.82,156.99,155.3,155.61
2020-04-11 20:00:00,ETHUSDT,155.6,155.6,153.91,154.74
2020-04-11 21:00:00,ETHUSDT,154.75,157.03,154.21,156.99
2020-04-11 22:00:00,ETHUSDT,157.01,158.61,156.43,157.67
2020-04-11 23:00:00,ETHUSDT,157.73,158.56,156.86,158.33
2020-04-12 00:00:00,ETHUSDT,158.33,159.5,157.59,157.64
2020-04-12 01:00:00,ETHUSDT,157.64,158.22,157.1,157.28
2020-04-12 02:00:00,ETHUSDT,157.27,157.66,156.25,156.97
2020-04-12 03:00:00,ETHUSDT,156.97,157.13,155.55,155.59
2020-04-12 04:00:00,ETHUSDT,155.62,156.65,155.0,156.4
2020-04-12 05:00:00,ETHUSDT,156.38,157.38,156.08,157.05
2020-04-12 06:00:00,ETHUSDT,157.05,157.36,156.33,156.83
2020-04-12 07:00:00,ETHUSDT,156.82,157.13,156.12,157.05
2020-04-12 08:00:00,ETHUSDT,157.03,157.77,157.0,157.28
2020-04-12 09:00:00,ETHUSDT,157.28,158.47,157.28,157.73
2020-04-12 10:00:00,ETHUSDT,157.75,158.05,157.05,157.22
2020-04-12 11:00:00,ETHUSDT,157.22,158.84,157.18,158.02
2020-04-12 12:00:00,ETHUSDT,158.0,160.11,158.0,159.47
2020-04-12 13:00:00,ETHUSDT,159.43,160.21,159.09,160.02
2020-04-12 14:00:00,ETHUSDT,160.02,161.46,159.66,160.27
2020-04-12 15:00:00,ETHUSDT,160.28,162.08,160.27,161.97
2020-04-12 16:00:00,ETHUSDT,161.98,163.74,161.57,163.6
2020-04-12 17:00:00,ETHUSDT,163.6,164.78,161.65,162.91
2020-04-12 18:00:00,ETHUSDT,162.89,163.58,161.69,162.59
2020-04-12 19:00:00,ETHUSDT,162.58,164.31,162.48,163.72
2020-04-12 20:00:00,ETHUSDT,163.72,164.75,162.89,163.46
2020-04-12 21:00:00,ETHUSDT,163.49,163.93,162.61,163.57
2020-04-12 22:00:00,ETHUSDT,163.57,164.33,160.12,161.72
2020-04-12 23:00:00,ETHUSDT,161.7,162.36,158.3,158.59
2020-04-13 00:00:00,ETHUSDT,158.56,158.57,150.0,153.43
2020-04-13 01:00:00,ETHUSDT,153.4,154.2,151.89,153.51
2020-04-13 02:00:00,ETHUSDT,153.5,154.09,152.34,154.01
2020-04-13 03:00:00,ETHUSDT,154.0,154.0,152.14,152.36
2020-04-13 04:00:00,ETHUSDT,152.32,153.44,151.11,152.68
2020-04-13 05:00:00,ETHUSDT,152.67,153.28,151.98,152.23
2020-04-13 06:00:00,ETHUSDT,152.23,153.87,151.84,153.46
2020-04-13 07:00:00,ETHUSDT,153.46,153.47,151.74,152.43
2020-04-13 08:00:00,ETHUSDT,152.43,152.96,151.78,152.52
2020-04-13 09:00:00,ETHUSDT,152.52,152.53,150.55,151.29
2020-04-13 10:00:00,ETHUSDT,151.29,153.68,151.28,153.52
2020-04-13 11:00:00,ETHUSDT,153.5,156.5,152.8,155.27
2020-04-13 12:00:00,ETHUSDT,155.22,155.31,151.95,153.43
2020-04-13 13:00:00,ETHUSDT,153.44,153.61,151.03,151.41
2020-04-13 14:00:00,ETHUSDT,151.41,154.36,151.09,153.14
2020-04-13 15:00:00,ETHUSDT,153.12,155.0,152.66,154.01
2020-04-13 16:00:00,ETHUSDT,154.01,154.61,152.92,153.68
2020-04-13 17:00:00,ETHUSDT,153.66,154.4,153.33,153.56
2020-04-13 18:00:00,ETHUSDT,153.59,154.48,153.56,153.67
2020-04-13 19:00:00,ETHUSDT,153.71,155.5,153.71,154.6
2020-04-13 20:00:00,ETHUSDT,154.62,156.49,154.62,156.25
2020-04-13 21:00:00,ETHUSDT,156.26,158.97,155.79,156.36
2020-04-13 22:00:00,ETHUSDT,156.35,158.5,156.33,157.78
2020-04-13 23:00:00,ETHUSDT,157.75,158.4,156.14,156.29
2020-04-14 00:00:00,ETHUSDT,156.28,157.52,155.68,155.93
2020-04-14 01:00:00,ETHUSDT,155.91,157.25,155.4,157.16
2020-04-14 02:00:00,ETHUSDT,157.17,158.01,157.11,157.42
2020-04-14 03:00:00,ETHUSDT,157.45,158.47,156.95,157.97
2020-04-14 04:00:00,ETHUSDT,157.97,158.97,157.83,158.02
2020-04-14 05:00:00,ETHUSDT,158.03,158.21,157.38,157.72
2020-04-14 06:00:00,ETHUSDT,157.73,157.95,156.8,157.15
2020-04-14 07:00:00,ETHUSDT,157.15,158.55,156.18,156.55
2020-04-14 08:00:00,ETHUSDT,156.5,156.89,155.23,156.31
2020-04-14 09:00:00,ETHUSDT,156.32,157.93,155.84,157.76
2020-04-14 10:00:00,ETHUSDT,157.73,158.14,156.11,156.18
2020-04-14 11:00:00,ETHUSDT,156.17,157.41,155.96,156.74
2020-04-14 12:00:00,ETHUSDT,156.71,157.33,155.91,157.06
2020-04-14 13:00:00,ETHUSDT,157.04,158.32,157.0,158.19
2020-04-14 14:00:00,ETHUSDT,158.19,161.04,157.88,159.01
2020-04-14 15:00:00,ETHUSDT,159.02,160.5,158.74,159.84
2020-04-14 16:00:00,ETHUSDT,159.84,161.21,159.0,161.08
2020-04-14 17:00:00,ETHUSDT,161.14,161.85,159.08,159.51
2020-04-14 18:00:00,ETHUSDT,159.54,161.09,159.46,160.35
2020-04-14 19:00:00,ETHUSDT,160.34,160.45,159.14,160.07
2020-04-14 20:00:00,ETHUSDT,160.04,160.42,158.16,158.92
2020-04-14 21:00:00,ETHUSDT,158.96,159.22,158.36,158.79
2020-04-14 22:00:00,ETHUSDT,158.78,160.69,158.39,159.41
2020-04-14 23:00:00,ETHUSDT,159.37,159.91,157.5,158.45
2020-04-15 00:00:00,ETHUSDT,158.46,158.47,155.83,156.93
2020-04-15 01:00:00,ETHUSDT,156.98,158.84,156.55,158.65
2020-04-15 02:00:00,ETHUSDT,158.67,160.2,158.29,159.81
2020-04-15 03:00:00,ETHUSDT,159.82,160.59,159.25,160.34
2020-04-15 04:00:00,ETHUSDT,160.34,161.29,159.52,159.66
2020-04-15 05:00:00,ETHUSDT,159.66,160.59,159.5,160.57
2020-04-15 06:00:00,ETHUSDT,160.57,161.23,159.68,159.79
2020-04-15 07:00:00,ETHUSDT,159.82,160.03,159.19,159.51
2020-04-15 08:00:00,ETHUSDT,159.5,159.9,158.11,158.54
2020-04-15 09:00:00,ETHUSDT,158.6,159.26,157.77,158.77
2020-04-15 10:00:00,ETHUSDT,158.76,159.72,157.07,157.55
2020-04-15 11:00:00,ETHUSDT,157.51,158.3,156.86,157.73
2020-04-15 12:00:00,ETHUSDT,157.71,157.71,155.5,155.98
2020-04-15 13:00:00,ETHUSDT,155.98,157.55,155.16,156.67
2020-04-15 14:00:00,ETHUSDT,156.65,157.95,156.3,156.93
2020-04-15 15:00:00,ETHUSDT,156.93,157.21,155.63,155.77
2020-04-15 16:00:00,ETHUSDT,155.78,157.47,155.48,156.74
2020-04-15 17:00:00,ETHUSDT,156.73,157.63,156.6,157.15
2020-04-15 18:00:00,ETHUSDT,157.15,158.04,157.12,157.49
2020-04-15 19:00:00,ETHUSDT,157.49,157.65,156.8,156.94
2020-04-15 20:00:00,ETHUSDT,156.92,157.9,156.6,157.47
2020-04-15 21:00:00,ETHUSDT,157.41,158.01,156.75,156.9
2020-04-15 22:00:00,ETHUSDT,156.89,156.98,155.03,155.5
2020-04-15 23:00:00,ETHUSDT,155.5,155.68,152.0,152.73
2020-04-16 00:00:00,ETHUSDT,152.74,152.74,148.33,151.5
2020-04-16 01:00:00,ETHUSDT,151.46,153.23,150.3,152.95
2020-04-16 02:00:00,ETHUSDT,152.95,153.65,152.3,153.14
2020-04-16 03:00:00,ETHUSDT,153.09,153.25,151.97,153.03
2020-04-16 04:00:00,ETHUSDT,153.06,153.5,152.36,152.54
2020-04-16 05:00:00,ETHUSDT,152.54,153.63,152.54,153.21
2020-04-16 06:00:00,ETHUSDT,153.21,155.55,153.15,155.35
2020-04-16 07:00:00,ETHUSDT,155.36,168.0,155.36,164.55
2020-04-16 08:00:00,ETHUSDT,164.55,174.5,164.55,170.41
2020-04-16 09:00:00,ETHUSDT,170.39,172.68,168.04,169.03
2020-04-16 10:00:00,ETHUSDT,169.03,170.78,166.51,167.71
2020-04-16 11:00:00,ETHUSDT,167.73,170.99,167.67,170.01
2020-04-16 12:00:00,ETHUSDT,170.03,172.68,167.45,171.85
2020-04-16 13:00:00,ETHUSDT,171.88,172.8,168.33,168.82
2020-04-16 14:00:00,ETHUSDT,168.82,170.95,168.82,170.59
